	Exposure	Unit - exposure	Outcome	Rucker	No. variants	Unit - outcome	Point (95%CI) - Supported	P-value - Supported	Effect type - Supported	Model	R-squared	Standard error - Supported	P-value (float) - Supported	Point (95%CI)	P-value	Point (95%CI) - RE	P-value - RE	Point estimate	Standard error	P-value (float)	Standard error - RE	P-value (float) - RE	Q-statistic	Q-test p-value (float)	Egger intercept	Egger standard error	Egger p-value 	Egger standard error - RE	Egger p-value - RE	Precision (float)	Precision (float) - RE	Precision	Precision - RE	Q-test p-value	Pruned	outcome_crude	Lower bound	Upper bound	Lower bound - RE	Upper bound - RE	Error	CI number - Conmix	used_wald_backup	No. cases - outcome	Sample size - outcome	No. cases - exposure	Sample size - exposure	model_stripped	filename
IVW_IVWPruned_diastolic_bp_0.01000_IVWPruned		std		No Rucker selection	4	mmHg	-0.01 (-0.40; 0.38)	9.5×10⁻¹	Random effects	IVW	0.01	0.19868142141302628	0.9472134848489582	-0.01 (-0.26; 0.24)	9.2×10⁻¹	-0.01 (-0.40; 0.38)	9.5×10⁻¹	-0.013153985812340521	0.12716167731824046	0.9176113834508328	0.19868142141302628	0.9472134848489582	7.323577400651835	0.06226905569528285						61.84256644724155	25.332933509409187	6.2×10¹	2.5×10¹	6.2×10⁻²	IVWPruned	diastolic_bp	-0.2623862935697957	0.2360783219451147	-0.4025624161790971	0.3762544445544161	No Error		False	0	1028980		14296	IVW	Cysteine.tar.gz
IVW_IVWPruned_lvef_0.01000_IVWPruned		std		No Rucker selection	4	%	-1.09 (-1.84; -0.33)	4.9×10⁻³	Random effects	IVW	0.01	0.3857653248014659	0.004858082269860509	-1.09 (-1.84; -0.33)	4.9×10⁻³	-1.09 (-1.84; -0.33)	4.9×10⁻³	-1.0864294990337762	0.3857653248014659	0.004858082269860509	0.3857653248014659	0.004858082269860509	2.1249170398475132	0.5468883473576216						6.719757868947756	6.719757868947756	6.7×10⁰	6.7×10⁰	5.5×10⁻¹	IVWPruned	lvef	-1.8425156421290454	-0.33034335593850694	-1.8425156421290454	-0.33034335593850694	No Error		False	0	36548		14296	IVW	Cysteine.tar.gz
IVW_IVWPruned_hfref_0.01000_IVWPruned		std		No Rucker selection	4	logor	-0.02 (-0.38; 0.33)	9.0×10⁻¹	Random effects	IVW	0.01	0.18009828535499944	0.8974125683757788	-0.02 (-0.38; 0.33)	9.0×10⁻¹	-0.02 (-0.38; 0.33)	9.0×10⁻¹	-0.02322017886687813	0.18009828535499944	0.8974125683757788	0.18009828535499944	0.8974125683757788	0.6605626605305549	0.8824384170098722						30.8305195769976	30.8305195769976	3.1×10¹	3.1×10¹	8.8×10⁻¹	IVWPruned	hfref	-0.3762063318400945	0.3297659741063383	-0.3762063318400945	0.3297659741063383	No Error		False	5406	1946349		14296	IVW	Cysteine.tar.gz
IVW_IVWPruned_hfpef_0.01000_IVWPruned		std		No Rucker selection	4	logor	-0.20 (-0.60; 0.20)	3.2×10⁻¹	Random effects	IVW	0.01	0.20185585202937914	0.32258539198633795	-0.20 (-0.60; 0.20)	3.2×10⁻¹	-0.20 (-0.60; 0.20)	3.2×10⁻¹	-0.19966751735808952	0.20185585202937914	0.32258539198633795	0.20185585202937914	0.32258539198633795	1.7564157617171614	0.6244649613615751						24.542415860601324	24.542415860601324	2.5×10¹	2.5×10¹	6.2×10⁻¹	IVWPruned	hfpef	-0.595297717404319	0.19596268268814	-0.595297717404319	0.19596268268814	No Error		False	3841	1946349		14296	IVW	Cysteine.tar.gz
IVW_IVWPruned_hf_0.01000_IVWPruned		std		No Rucker selection	4	logor	0.00 (-0.07; 0.08)	9.9×10⁻¹	Random effects	IVW	0.01	0.0381172255110731	0.9937239256785513	0.00 (-0.07; 0.08)	9.9×10⁻¹	0.00 (-0.07; 0.08)	9.9×10⁻¹	0.00029982909678358174	0.0381172255110731	0.9937239256785513	0.0381172255110731	0.9937239256785513	1.4004477143966236	0.7054297878081274						688.2677761564092	688.2677761564092	6.9×10²	6.9×10²	7.1×10⁻¹	IVWPruned	hf	-0.07440856009551104	0.07500821828907821	-0.07440856009551104	0.07500821828907821	No Error		False	153174	1946349		14296	IVW	Cysteine.tar.gz
IVW_IVWPruned_dcm_0.01000_IVWPruned		std		No Rucker selection	4	logor	-0.02 (-0.24; 0.20)	8.5×10⁻¹	Random effects	IVW	0.01	0.11231014136629146	0.8464664959688952	-0.02 (-0.24; 0.20)	8.5×10⁻¹	-0.02 (-0.24; 0.20)	8.5×10⁻¹	-0.02174648504861731	0.11231014136629146	0.8464664959688952	0.11231014136629146	0.8464664959688952	0.724569377719928	0.8674103284593485						79.27970988044966	79.27970988044966	7.9×10¹	7.9×10¹	8.7×10⁻¹	IVWPruned	dcm	-0.24187031722515068	0.19837734712791605	-0.24187031722515068	0.19837734712791605	No Error		False	14256	1213411		14296	IVW	Cysteine.tar.gz
IVW_IVWPruned_heart_rate_0.01000_IVWPruned		std		No Rucker selection		bpm			Fixed effect	IVW	0.01																								IVWPruned	heart_rate					No data to run MR analysis on.			0	265046		14296	IVW	Cysteine_Sulfinic_Acid.tar.gz
IVW_IVWPruned_systolic_bp_0.01000_IVWPruned		std		No Rucker selection	5	mmHg	0.10 (-0.36; 0.56)	6.7×10⁻¹	Random effects	IVW	0.01	0.23373665104590077	0.6658741254000151	0.10 (-0.24; 0.44)	5.6×10⁻¹	0.10 (-0.36; 0.56)	6.7×10⁻¹	0.10093155511281636	0.1718996626060404	0.5571003590142558	0.23373665104590077	0.6658741254000151	7.39543249500345	0.11640965950816529						33.84152702791619	18.304015107043664	3.4×10¹	1.8×10¹	1.2×10⁻¹	IVWPruned	systolic_bp	-0.2359855925496095	0.43784870277524224	-0.3571838628041555	0.5590469730297882	No Error		False	0	1028980		14296	IVW	Cysteine_Sulfinic_Acid.tar.gz
IVW_IVWPruned_diastolic_bp_0.01000_IVWPruned		std		No Rucker selection	5	mmHg	0.19 (-0.02; 0.40)	7.9×10⁻²	Fixed effect	IVW	0.01	0.1066709962733789	0.07876435052150543	0.19 (-0.02; 0.40)	7.9×10⁻²	0.19 (-0.18; 0.55)	3.1×10⁻¹	0.18751705424185816	0.1066709962733789	0.07876435052150543	0.18547893494266657	0.3120219751639066	12.093624380906826	0.01666846200945049						87.88349046239101	29.06770962760832	8.8×10¹	2.9×10¹	1.7×10⁻²	IVWPruned	diastolic_bp	-0.021554256648970815	0.39658836513268714	-0.17601497813661604	0.5510490866203324	No Error		False	0	1028980		14296	IVW	Cysteine_Sulfinic_Acid.tar.gz
IVW_IVWPruned_lvef_0.01000_IVWPruned		std		No Rucker selection	5	%	-0.26 (-0.86; 0.34)	4.0×10⁻¹	Random effects	IVW	0.01	0.3052500886537892	0.3985685516772306	-0.26 (-0.86; 0.34)	4.0×10⁻¹	-0.26 (-0.86; 0.34)	4.0×10⁻¹	-0.2576861712499585	0.3052500886537892	0.3985685516772306	0.3052500886537892	0.3985685516772306	1.2774238745729438	0.8651940965597005						10.732191230480463	10.732191230480463	1.1×10¹	1.1×10¹	8.7×10⁻¹	IVWPruned	lvef	-0.8559653512890439	0.3405930087891269	-0.8559653512890439	0.3405930087891269	No Error		False	0	36548		14296	IVW	Cysteine_Sulfinic_Acid.tar.gz
IVW_IVWPruned_hfref_0.01000_IVWPruned		std		No Rucker selection	5	logor	-0.17 (-0.48; 0.14)	2.9×10⁻¹	Random effects	IVW	0.01	0.1581813268375717	0.290689293407864	-0.17 (-0.48; 0.14)	2.9×10⁻¹	-0.17 (-0.48; 0.14)	2.9×10⁻¹	-0.16713608307828456	0.1581813268375717	0.290689293407864	0.1581813268375717	0.290689293407864	0.19753094085227757	0.9954322435921388						39.965897642926144	39.965897642926144	4.0×10¹	4.0×10¹	1.0×10⁰	IVWPruned	hfref	-0.4771657867066842	0.14289362055011504	-0.4771657867066842	0.14289362055011504	No Error		False	5406	1946349		14296	IVW	Cysteine_Sulfinic_Acid.tar.gz
IVW_IVWPruned_hfpef_0.01000_IVWPruned		std		No Rucker selection	5	logor	0.41 (0.05; 0.78)	2.8×10⁻²	Random effects	IVW	0.01	0.18770113717677936	0.027585070962368174	0.41 (0.05; 0.78)	2.8×10⁻²	0.41 (0.05; 0.78)	2.8×10⁻²	0.4135313817459242	0.18770113717677936	0.027585070962368174	0.18770113717677936	0.027585070962368174	2.2402092817108654	0.6916749255548205						28.383515992438156	28.383515992438156	2.8×10¹	2.8×10¹	6.9×10⁻¹	IVWPruned	hfpef	0.045643913022224425	0.781418850469624	0.045643913022224425	0.781418850469624	No Error		False	3841	1946349		14296	IVW	Cysteine_Sulfinic_Acid.tar.gz
IVW_IVWPruned_hf_0.01000_IVWPruned		std		No Rucker selection	5	logor	0.02 (-0.05; 0.10)	5.4×10⁻¹	Random effects	IVW	0.01	0.03931213920828362	0.5371895064251666	0.02 (-0.04; 0.08)	4.3×10⁻¹	0.02 (-0.05; 0.10)	5.4×10⁻¹	0.024258285055336344	0.030958411704560068	0.4332886272864509	0.03931213920828362	0.5371895064251666	6.449944867824159	0.16797171150731294						1043.3803588366468	647.0631177277787	1.0×10³	6.5×10²	1.7×10⁻¹	IVWPruned	hf	-0.036419086904164656	0.08493565701483735	-0.052792091948124516	0.10130866205879721	No Error		False	153174	1946349		14296	IVW	Cysteine_Sulfinic_Acid.tar.gz
IVW_IVWPruned_dcm_0.01000_IVWPruned		std		No Rucker selection	5	logor	-0.00 (-0.19; 0.18)	9.6×10⁻¹	Random effects	IVW	0.01	0.0964782444778217	0.9610401684008778	-0.00 (-0.19; 0.18)	9.6×10⁻¹	-0.00 (-0.19; 0.18)	9.6×10⁻¹	-0.004712800875747708	0.0964782444778217	0.9610401684008778	0.0964782444778217	0.9610401684008778	1.419779051242852	0.8407501397899698						107.43386874006512	107.43386874006512	1.1×10²	1.1×10²	8.4×10⁻¹	IVWPruned	dcm	-0.19380668534392861	0.1843810835924332	-0.19380668534392861	0.1843810835924332	No Error		False	14256	1213411		14296	IVW	Cysteine_Sulfinic_Acid.tar.gz
IVW_IVWPruned_heart_rate_0.01000_IVWPruned		std		No Rucker selection		bpm			Fixed effect	IVW	0.01																								IVWPruned	heart_rate					No data to run MR analysis on.			0	265046		14296	IVW	Cystine.tar.gz
IVW_IVWPruned_systolic_bp_0.01000_IVWPruned		std		No Rucker selection	5	mmHg	-0.08 (-0.45; 0.30)	6.9×10⁻¹	Random effects	IVW	0.01	0.19302815373402302	0.6941595537042464	-0.08 (-0.41; 0.26)	6.6×10⁻¹	-0.08 (-0.45; 0.30)	6.9×10⁻¹	-0.07590186293651122	0.1725787975451007	0.6600747999252949	0.19302815373402302	0.6941595537042464	5.00410515775567	0.286876539661558						33.57570362141185	26.83852761916816	3.4×10¹	2.7×10¹	2.9×10⁻¹	IVWPruned	systolic_bp	-0.4141500906201381	0.2623463647471156	-0.45423009225745703	0.30242636638443465	No Error		False	0	1028980		14296	IVW	Cystine.tar.gz
IVW_IVWPruned_diastolic_bp_0.01000_IVWPruned		std		No Rucker selection	6	mmHg	-0.22 (-0.45; 0.02)	7.6×10⁻²	Random effects	IVW	0.01	0.12164440929077747	0.07574310873529155	-0.22 (-0.40; -0.03)	2.0×10⁻²	-0.22 (-0.45; 0.02)	7.6×10⁻²	-0.21603294963726344	0.09283552267591763	0.019962577520691083	0.12164440929077747	0.07574310873529155	8.584716113884772	0.12681968500495988						116.03035639798756	67.57961175345221	1.2×10²	6.8×10¹	1.3×10⁻¹	IVWPruned	diastolic_bp	-0.3979872305680135	-0.03407866870651338	-0.4544516107678368	0.022385711493309923	No Error		False	0	1028980		14296	IVW	Cystine.tar.gz
IVW_IVWPruned_lvef_0.01000_IVWPruned		std		No Rucker selection	7	%	0.14 (-0.33; 0.61)	5.5×10⁻¹	Random effects	IVW	0.01	0.23881605039435816	0.5541037897848196	0.14 (-0.31; 0.59)	5.4×10⁻¹	0.14 (-0.33; 0.61)	5.5×10⁻¹	0.14128881108883934	0.2302022259345073	0.5393742407059618	0.23881605039435816	0.5541037897848196	6.457422998358533	0.3739438814325622						18.87039376375962	17.5336759898397	1.9×10¹	1.8×10¹	3.7×10⁻¹	IVWPruned	lvef	-0.3098992609037473	0.592476883081426	-0.32678204661420523	0.6093596687918839	No Error		False	0	36548		14296	IVW	Cystine.tar.gz
IVW_IVWPruned_hfref_0.01000_IVWPruned		std		No Rucker selection	7	logor	0.04 (-0.20; 0.29)	7.4×10⁻¹	Random effects	IVW	0.01	0.12528343570925607	0.736364043359995	0.04 (-0.20; 0.29)	7.4×10⁻¹	0.04 (-0.20; 0.29)	7.4×10⁻¹	0.042179446427914546	0.12528343570925607	0.736364043359995	0.12528343570925607	0.736364043359995	5.962689885004257	0.42738256145875353						63.71074602397015	63.71074602397015	6.4×10¹	6.4×10¹	4.3×10⁻¹	IVWPruned	hfref	-0.20337157542166667	0.28773046827749577	-0.20337157542166667	0.28773046827749577	No Error		False	5406	1946349		14296	IVW	Cystine.tar.gz
IVW_IVWPruned_hfpef_0.01000_IVWPruned		std		No Rucker selection	7	logor	-0.20 (-0.52; 0.12)	2.1×10⁻¹	Random effects	IVW	0.01	0.1615288391607503	0.21425246720312474	-0.20 (-0.48; 0.08)	1.6×10⁻¹	-0.20 (-0.52; 0.12)	2.1×10⁻¹	-0.20061185518318375	0.1414003739839159	0.15597176059216	0.1615288391607503	0.21425246720312474	7.829792956620852	0.25084025468811255						50.014839996224694	38.32656133309294	5.0×10¹	3.8×10¹	2.5×10⁻¹	IVWPruned	hfpef	-0.47775149559215335	0.07652778522578585	-0.5172025624028174	0.11597885203644992	No Error		False	3841	1946349		14296	IVW	Cystine.tar.gz
IVW_IVWPruned_hf_0.01000_IVWPruned		std		No Rucker selection	7	logor	-0.03 (-0.08; 0.02)	2.9×10⁻¹	Random effects	IVW	0.01	0.026017214751448036	0.2943027990204361	-0.03 (-0.08; 0.02)	2.9×10⁻¹	-0.03 (-0.08; 0.02)	2.9×10⁻¹	-0.027285011230299774	0.026017214751448036	0.2943027990204361	0.026017214751448036	0.2943027990204361	5.377104923977453	0.49643287541169856						1477.33299163085	1477.33299163085	1.5×10³	1.5×10³	5.0×10⁻¹	IVWPruned	hf	-0.07827781512118213	0.02370779266058259	-0.07827781512118213	0.02370779266058259	No Error		False	153174	1946349		14296	IVW	Cystine.tar.gz
IVW_IVWPruned_dcm_0.01000_IVWPruned		std		No Rucker selection	7	logor	-0.14 (-0.33; 0.06)	1.7×10⁻¹	Random effects	IVW	0.01	0.09779158727748401	0.16668147990439608	-0.14 (-0.28; 0.01)	7.6×10⁻²	-0.14 (-0.33; 0.06)	1.7×10⁻¹	-0.13524046668183382	0.07611884785251623	0.07561737506245314	0.09779158727748401	0.16668147990439608	9.90306954209597	0.12879376929340425						172.58998371908473	104.56756846073183	1.7×10²	1.0×10²	1.3×10⁻¹	IVWPruned	dcm	-0.2844306670174497	0.01394973365378202	-0.3269084557367078	0.05642752237304019	No Error		False	14256	1213411		14296	IVW	Cystine.tar.gz
IVW_IVWPruned_heart_rate_0.01000_IVWPruned		std		No Rucker selection		bpm			Fixed effect	IVW	0.01																								IVWPruned	heart_rate					No data to run MR analysis on.			0	265046		838	IVW	ENSG00000007933_gtex_adipose_subcutaneous.tar.gz
IVW_IVWPruned_systolic_bp_0.01000_IVWPruned		std		No Rucker selection	5	mmHg	0.08 (-0.02; 0.18)	1.4×10⁻¹	Random effects	IVW	0.01	0.0516316938287146	0.13663000398008895	0.08 (-0.02; 0.18)	1.4×10⁻¹	0.08 (-0.02; 0.18)	1.4×10⁻¹	0.07685163644667857	0.0516316938287146	0.13663000398008895	0.0516316938287146	0.13663000398008895	2.141310196718513	0.7097872026046248						375.1174388199615	375.1174388199615	3.8×10²	3.8×10²	7.1×10⁻¹	IVWPruned	systolic_bp	-0.024344623918401018	0.17804789681175814	-0.024344623918401018	0.17804789681175814	No Error		False	0	1028980		838	IVW	ENSG00000007933_gtex_adipose_subcutaneous.tar.gz
IVW_IVWPruned_diastolic_bp_0.01000_IVWPruned		std		No Rucker selection	5	mmHg	0.08 (-0.01; 0.17)	8.1×10⁻²	Random effects	IVW	0.01	0.04459490200966292	0.08120434802538679	0.08 (0.01; 0.14)	1.5×10⁻²	0.08 (-0.01; 0.17)	8.1×10⁻²	0.07776193719097518	0.032111678449686896	0.015451956106979026	0.04459490200966292	0.08120434802538679	7.714440016642474	0.10261678646888583						969.7817059488419	502.83971557583857	9.7×10²	5.0×10²	1.0×10⁻¹	IVWPruned	diastolic_bp	0.014824203946457865	0.1406996704354925	-0.009642464642057022	0.1651663390240074	No Error		False	0	1028980		838	IVW	ENSG00000007933_gtex_adipose_subcutaneous.tar.gz
IVW_IVWPruned_lvef_0.01000_IVWPruned		std		No Rucker selection	5	%	0.02 (-0.17; 0.21)	8.3×10⁻¹	Fixed effect	IVW	0.01	0.0974058171670995	0.8314362680031564	0.02 (-0.17; 0.21)	8.3×10⁻¹	0.02 (-0.27; 0.32)	8.9×10⁻¹	0.020733789095662526	0.0974058171670995	0.8314362680031564	0.15016701734961027	0.8901838899334467	9.50690847022597	0.04960548711098978						105.39747623886149	44.34563625765351	1.1×10²	4.4×10¹	5.0×10⁻²	IVWPruned	lvef	-0.17017810443654582	0.2116456826278709	-0.27358815657537505	0.3150557347667001	No Error		False	0	36548		838	IVW	ENSG00000007933_gtex_adipose_subcutaneous.tar.gz
IVW_IVWPruned_hfref_0.01000_IVWPruned		std		No Rucker selection	5	logor	0.08 (-0.01; 0.18)	8.5×10⁻²	Random effects	IVW	0.01	0.04846027713764727	0.08469268066423186	0.08 (-0.01; 0.18)	8.5×10⁻²	0.08 (-0.01; 0.18)	8.5×10⁻²	0.08354958828634647	0.04846027713764727	0.08469268066423186	0.04846027713764727	0.08469268066423186	2.2734422443128306	0.6856084039104031						425.82211533655885	425.82211533655885	4.3×10²	4.3×10²	6.9×10⁻¹	IVWPruned	hfref	-0.011430809584271964	0.17852998615696491	-0.011430809584271964	0.17852998615696491	No Error		False	5406	1946349		838	IVW	ENSG00000007933_gtex_adipose_subcutaneous.tar.gz
IVW_IVWPruned_hfpef_0.01000_IVWPruned		std		No Rucker selection	5	logor	-0.03 (-0.14; 0.08)	6.3×10⁻¹	Random effects	IVW	0.01	0.056981293353550684	0.6331116546279647	-0.03 (-0.14; 0.08)	6.3×10⁻¹	-0.03 (-0.14; 0.08)	6.3×10⁻¹	-0.02720012102737586	0.056981293353550684	0.6331116546279647	0.056981293353550684	0.6331116546279647	1.3399440165899932	0.8545629216463914						307.98913413996985	307.98913413996985	3.1×10²	3.1×10²	8.5×10⁻¹	IVWPruned	hfpef	-0.13888140379284675	0.08448116173809504	-0.13888140379284675	0.08448116173809504	No Error		False	3841	1946349		838	IVW	ENSG00000007933_gtex_adipose_subcutaneous.tar.gz
IVW_IVWPruned_hf_0.01000_IVWPruned		std		No Rucker selection	5	logor	0.02 (0.00; 0.04)	4.8×10⁻²	Random effects	IVW	0.01	0.010607493816039678	0.04842872833239009	0.02 (0.00; 0.04)	3.2×10⁻²	0.02 (0.00; 0.04)	4.8×10⁻²	0.02093481141276971	0.009789490372816756	0.03247629800237406	0.010607493816039678	0.04842872833239009	4.696403451777821	0.3198899263812054						10434.696761867732	8887.393827221284	1.0×10⁴	8.9×10³	3.2×10⁻¹	IVWPruned	hf	0.0017477628550472794	0.04012185997049214	0.00014450556710059875	0.04172511725843882	No Error		False	153174	1946349		838	IVW	ENSG00000007933_gtex_adipose_subcutaneous.tar.gz
IVW_IVWPruned_dcm_0.01000_IVWPruned		std		No Rucker selection	5	logor	0.02 (-0.07; 0.11)	6.6×10⁻¹	Random effects	IVW	0.01	0.044406551590614275	0.6564929233111807	0.02 (-0.04; 0.08)	5.2×10⁻¹	0.02 (-0.07; 0.11)	6.6×10⁻¹	0.019750275129334038	0.030481330024810044	0.5170194684111498	0.044406551590614275	0.6564929233111807	8.489581138302816	0.07520366912063736						1076.2971090534843	507.11435182473605	1.1×10³	5.1×10²	7.5×10⁻²	IVWPruned	dcm	-0.039992033920173045	0.07949258417884111	-0.06728496666588979	0.10678551692455787	No Error		False	14256	1213411		838	IVW	ENSG00000007933_gtex_adipose_subcutaneous.tar.gz
IVW_IVWPruned_heart_rate_0.01000_IVWPruned		std		No Rucker selection		bpm			Fixed effect	IVW	0.01																								IVWPruned	heart_rate					No data to run MR analysis on.			0	265046		838	IVW	ENSG00000007933_gtex_adipose_visceral_omentum.tar.gz
IVW_IVWPruned_systolic_bp_0.01000_IVWPruned		std		No Rucker selection	2	mmHg	-0.02 (-0.11; 0.07)	6.9×10⁻¹	Random effects	IVW	0.01	0.0468359297987037	0.6901384182181536	-0.02 (-0.11; 0.07)	6.9×10⁻¹	-0.02 (-0.11; 0.07)	6.9×10⁻¹	-0.018671950318928605	0.0468359297987037	0.6901384182181536	0.0468359297987037	0.6901384182181536	0.3245865011439229	0.5688642754229261						455.87072875123806	455.87072875123806	4.6×10²	4.6×10²	5.7×10⁻¹	IVWPruned	systolic_bp	-0.11046868590683415	0.07312478526897695	-0.11046868590683415	0.07312478526897695	No Error		False	0	1028980		838	IVW	ENSG00000007933_gtex_adipose_visceral_omentum.tar.gz
